Gene 
CAMK2G
MPZ
CNR1
ASIC1
IQGAP1
CA14
APLP2
CTNND1
ITGA6
SLC29A4
HFE
ARF1
GJB6
UNC5C
SLC22A5
P2RY2
TEC
STEAP1
SLCO1B3
CANT1
MAGI2
SLC34A2
FLT3LG
ATP6V0A4
CYBA
KCNMB1
F2R
PTPRR
ZP3
PTPRA
TSPAN1
HCK
IL3RA
EFNA5
LRIG1
SCN9A
LRP12
CHL1
SLC1A3
NTM
SEMA4D
ALPPL2
ADIPOR1
BLK
GRIK2
ITGAL
FAT4
LAG3
SLC44A4
MUC20
RALA
AP2S1
SDPR
GRIN1
SLC16A4
MRC1
OPRK1
FGF10
PI4KA
GABBR2
FCGR1A
CACNA1A
CUBN
CYBB
PECAM1
CLDN2
CACNA1G
ABCA5
ATP6V0A2
PSEN2
SYMPK
PTPRU
DLG1
PANX2
TNFRSF1A
ARL4D
CD14
VPS28
ABCA1
TNFRSF13B
FLRT3
GRM3
DNM2
ABCA12
CRB1
PKHD1
ATP7B
NCR3
STIM1
CHRM1
SLC2A9
GGT1
SLC10A4
ITGA2B
CYSLTR1
EPHB6
GPR3
KLRG1
EFNA3
TNFRSF14
FZD5
SLC2A2
FES
SLCO1B1
ACVR1
ACKR1
SLC31A1
MYO10
AQP1
STEAP4
CPD
DPEP1
NHS
GPA33
SLC30A8
RDX
CD200
MERTK
PRIMA1
PLA2R1
SPINT2
TSPAN8
CLEC10A
SLC15A1
DAB2IP
LTB4R2
LRRN4
TRPV6
LRP2
P2RX2
EPB41L3
ASTN2
TNFSF14
NRCAM
TMPRSS6
ADGRV1
MFSD4
RELT
CACNA1B
HFE2
CLDN5
TIE1
ITGB2
GP1BA
PLXNB3
DUSP15
NPR2
SLC12A2
HLA-DPB1
SMPD1
FCGR2B
HLA-DRA
KCND2
CASR
ROR2
NRG3
PTPN4
MGAM
GRIN2D
TLR6
BMX
ADORA3
ADAM15
TRPA1
PON2
EFNB2
TNK2
FPR1
EPHB4
SLC9A1
SLC22A3
RXFP1
CHRNA2
CLCN2
AQP9
BTC
P2RY8
LYPD1
CCR6
AGER
FPR2
PARD6B
LRRC4
CCR1
IGF2R
SEZ6L2
NCKAP1L
CALY
ADCY1
XK
SCN4A
KCNK3
ADRA1D
UGT8
CSF1R
SLC12A5
CACNA1H
UNC5A
ANXA13
PPAP2C
SLC6A4
SCNN1G
UTRN
ATP1B2
CNTNAP2
GPM6A
SLCO2A1
MAGI1
PTGDR2
PODXL
MARK2
FZD7
TMEM127
GPNMB
TNFSF12
TCIRG1
SLC22A6
LRP5
BST2
VIPR2
ULBP3
MAL2
EMB
SLC39A1
PLB1
MRGPRF
SLC22A1
ITGA9
AOC3
BOC
OLFM4
ANOS1
CDH10
GPBAR1
ABCB11
2021-03-01 00:00:00
GRIA2
CKAP4
SLC5A3
ABCA2
XG
GP2
TNFSF15
ITGA1
LTB
PVRL1
GPR143
GRIA4
DUOX2
CACNG8
CD82
CLCA2
FGR
ATP10A
EPHA4
CNTN3
HTR1D
ATP1A3
NTNG1
LTB4R
TMEM8B
EPHB3
LILRB1
ITGA10
TRPM4
OSCAR
TIGIT
LRP6
GJB1
CDK16
HSP90AB1
MFGE8
PLXNA2
F2RL1
SLC6A19
SLC38A5
CHRNA1
C5AR1
RASGRP1
ANXA1
MS4A1
OPRL1
ICAM5
KCNA3
FCRL5
PRRT2
STRA6
GPRC5A
SLAMF9
SLC8A1
ALCAM
DSG1
TLR10
ANTXR2
BEST3
LY6D
ASGR1
FNDC5
LPAR5
LSP1
AGRN
TUSC3
HLA-DRB5
APBB1
KRT1
CNNM1
RIPK1
GRIA1
HEPHL1
BDKRB2
CLEC1A
GRK5
PEAR1
P2RX1
CD207
TACR2
NEU1
NPC1L1
SLC9A3
CADM3
RHOJ
CXCR5
PICALM
ECE1
IL18R1
KIRREL
LILRB4
LAIR1
ABCA7
ACKR3
S1PR4
PCDH10
PTPRT
HLA-DMA
BEST1
ATP2B3
EXOC1
NTSR1
P2RY1
TSPAN2
ADGRL3
ABCC9
RGMA
ATP8B3
F2RL2
CLPTM1L
TM4SF4
CRB2
ATP8A1
MPEG1
LSAMP
IL12RB2
TMEM37
FZD3
SCNN1A
PTAFR
PTPRG
EFNA1
TRPV4
TNFRSF1B
LPAR3
TSPAN10
SLC22A12
SLC18A1
ADAP1
UPK1A
EPHA1
PRKD1
IL13RA1
TNFRSF21
S1PR2
KCNQ4
ACVRL1
SLC39A10
KCNQ3
LY6E
CAMK2A
GJA5
SLC16A7
RASD2
ABCA6
NFASC
LTBR
KCNJ15
RGS1
CAP2
GLIPR1
HEPACAM
PALM
ABCG5
CDON
CXCL16
AVPR2
PTCH2
LRRC19
ATP1A2
ELFN1
BBS9
NOS1
STX2
JPH4
IL12RB1
HTR2A
ULBP1
IL17RB
LPP
TNFRSF18
CD9
SLC17A7
MUC13
LRP1B
CTNNA1
STEAP3
LTK
NEURL1
CBLN1
CRHR1
ADAM11
CGN
TSPAN5
RIMS2
PDE4A
FCGR3B
SEMA7A
ANO7
AMER1
SLC40A1
GPC5
SDC4
ADAM9
DSCAM
NRXN1
NTNG2
CLDN8
SLC20A1
KCNB1
LAMP1
TTYH3
SLC17A9
AAMP
IL1RAP
ITGB6
CELSR1
ITGA11
SLC7A4
LAT
ITGA8
SLC45A1
SLC17A5
RHBG
GPR37
RHOBTB2
CPAMD8
KCND3
CLCNKB
CALCRL
GFRA2
GP6
NUP210
GDPD5
RTN4R
CD84
PCDHGC3
SLC6A17
GPM6B
GABRA3
HTR2B
GABBR1
ADAM19
GPR87
PDGFC
ADGRB1
ITPR3
GLP1R
SCNN1B
SLC24A2
ADRA1B
OPCML
SPNS3
SLC51A
GABRD
IFNAR1
YES1
HSD17B7
FREM2
CD72
ROBO1
CHRM3
VSTM4
LYPD3
SGMS2
SGCA
ADAM10
JAM2
TMEM154
SLAMF6
KIAA1549
ACVR2A
CLDN18
SGCE
PNPLA2
SLITRK6
RHBDF2
PDE2A
SLC19A2
SORBS1
WWP1
DISP2
DYSF
PTH2R
PRSS8
LY96
PRPH2
C1orf159
LRFN1
GPR39
KIR2DL4
AHNAK
EPB41
BCAM
PSEN1
DAGLB
DLG2
GCGR
DLG5
SLC16A2
GPR160
SLC29A2
KCNJ2
SLC29A1
TRPV3
GPR4
SLC26A6
PTPRH
AVPR1A
AJAP1
NLGN1
FAM126B
IFNGR2
IGSF6
LY9
ICAM3
IL15RA
SLC7A2
EPHB1
DYNC2H1
PTGFR
ANKH
SLC26A2
IL13RA2
NPDC1
IL17RD
UST
GPR146
ADRA2B
CACNG2
SLC39A8
ABCG8
HRH3
SLC7A7
GPR68
KCNJ14
LINGO1
TPSG1
CLEC7A
MARK3
SLC47A1
CSPG5
PREX1
GPR17
SPG11
CLDN16
DPP6
SLC6A9
NRROS
LGR6
IFITM1
GJB4
LILRB2
ITGA7
ASPH
ALOX15B
SLC5A8
RAB13
KIRREL3
DPP10
SLC4A11
EMCN
SIRPB2
CXCR1
SIT1
ADGRL4
AMOT
LRRC4C
IL31RA
MUC15
ANK2
SIGLEC14
FAIM2
PRND
NETO2
KCNA2
GPRIN1
ABCA4
IGSF3
MAGI3
F2RL3
FLRT2
CLEC5A
CELSR3
ADORA2B
TMEM184A
CADM4
PLEK2
FCGRT
SLCO5A1
PCDH9
CLSTN1
TSPAN33
MMP24
LAYN
TM4SF5
PPAPDC1B
MTM1
PCDH8
CDC42SE1
CACNA2D2
MPP7
ITSN1
PTGIR
ADCY8
ANO5
PCDH17
CRTAM
LINGO2
SEMA5B
CCR10
ROBO3
BTN3A1
SYNE2
SYTL2
GPR135
PLXDC1
CLDN9
NPY1R
ADGRE5
SLC7A6
ITM2B
SEMA5A
BTLA
AOC1
APLNR
PTRF
B4GALT1
FER
PLXNA3
SLC12A8
RHO
JPH1
TMIGD2
CD93
ATP2B2
CD96
LPAR2
EMP2
SCN3B
PRR7
TJP2
AMPH
CDH4
C11orf24
FZD10
STX4
IL11RA
PIEZO1
TRPV2
XCR1
EFNA4
GRIK4
RPRM
CLECL1
DUOX1
LINGO4
RAB23
QRFPR
SLC10A2
PTPRB
FAM189B
ECEL1
TSPAN7
TSPAN32
CNTN1
HTR2C
PTPRE
LPO
FLRT1
GRM1
SLC52A2
NCSTN
ADGRG1
MGAT5B
SLC7A8
SLC16A11
EPB41L2
KMT2E
GPR158
HPN
DCBLD2
EVA1C
NCKAP1
NRXN2
PTPRS
SYT4
PICK1
SLC22A18
SLCO4C1
PTPRF
ADD1
BVES
CDH20
SUSD2
ROBO4
GJB5
ADGRB2
ADGRD1
SCN2A
CNTFR
EFNB3
B3GNT3
VSIG2
IL22RA1
TJP3
PIP5K1A
CADM2
ADAP2
MYO6
RGR
GRIA3
LILRB3
SLCO2B1
P2RY14
ADCY2
PTPRO
GRIK1
C19orf26
SV2B
RGMB
MCEMP1
LAX1
CD200R1
P2RY13
CD226
FZD1
RAET1L
TREML2
GYPA
IGSF9
SLC38A1
IL10RA
ENOX1
CD47
AHNAK2
DSCAML1
HLA-DOA
GSG1L
SIRPG
SYT8
RAMP3
SCN1A
SCN8A
FOLR2
UPK3A
SLCO1A2
CNR2
TRPV1
SLCO4A1
CSMD3
LRFN4
KCNN2
NOMO1
IFNGR1
ADGRE2
SLAMF8
SLC19A3
LCP1
ABCA8
RAMP1
ADCY5
ADGRE1
NRG2
SIGLEC8
SLC8A3
SIRPA
SLC24A3
OR2W3
FAM171A2
PIK3C2A
RYR3
ADGRF5
KLRF1
ATP4A
PTCHD4
SDK1
FFAR4
SC5D
RASD1
LAMP2
EPGN
CCR9
PARM1
AMIGO1
CHRNA7
CDH23
CACNB2
C1orf233
CNTNAP4
JPH2
KCNG3
PPP1R16B
ADGRL1
SLC36A1
KCNS1
BST1
CHRNB2
FZD9
KCNA5
LRRC37A3
SLC6A13
LANCL2
KCNC3
SLC16A5
NLGN3
MUC17
NKTR
ADCY3
ADAM28
SLC4A1
SIGLEC1
EHD1
SLC17A3
PLSCR4
BASP1
TTYH1
ANO9
CD37
ASIC3
CSMD2
SLC23A2
DCST2
LDLRAD3
ATP12A
ST8SIA4
SCARA5
NCAM2
SLC39A14
CLEC9A
PTPRJ
SEMA4B
LRRN4CL
GPR153
MURC
SLITRK3
OSCP1
PCDHB8
FXYD5
ARF6
GPRC5B
CACNG4
TMPRSS9
OMG
HCAR2
TMEM2
IL20RB
ITGB8
RAB3B
GRIN2A
TRPM1
MMP15
CYTH1
SCTR
PTPRM
DNAJC9
VSIG8
SLC12A6
GABRG2
PCNXL3
FCMR
TMEM27
SORCS2
GPR19
VSIG10L
S1PR5
SLC13A5
RAPH1
PCDHB9
SLC22A4
PCDH18
LRRC55
SLC23A1
PLIN4
LY6H
GRID2
MPZL1
POMK
STT3A
FCRL1
AMER2
SH2B2
CNTN4
MFSD2A
SEMA4A
RHBDL2
RTN4RL2
PCDHB6
SLC6A1
ADGRG6
MS4A15
SLC9A3R1
IFITM2
CNTNAP1
SEMA6A
SLC5A6
SLC38A3
MACF1
CCKBR
MICA
GIPR
LAMP5
CLEC12A
SLC2A10
SLC7A3
SLC4A2
CDH16
FZD8
SLC2A5
FAM126A
KIAA0319
RNF128
IL17RA
PIK3IP1
PRLHR
CD300A
INSRR
SULF2
TSPAN12
MARVELD2
SI
ATP8B4
RHD
LIME1
PCDHGC4
ADGRL2
SLC15A2
SNAP29
IL27RA
NAALAD2
DCBLD1
GRAMD1B
KCNG1
OSBPL6
SLC16A12
ITGB7
GPR157
SLC28A3
RASA3
ADAM23
SLC30A10
SEMA6D
SORCS1
ADGRA1
ERMP1
HMCN1
AATK
EMP3
LRRC26
ABI1
KCNB2
TSPAN31
LRRN1
TMPRSS11E
CD160
GJC2
TMEM200C
GABRB3
SLC46A1
TMPRSS11D
CSMD1
DIAPH1
MYOF
GNAI3
SLITRK1
RNF150
PTCHD2
CDHR1
ENTPD2
TENM3
LRIG2
ROM1
STAMBPL1
ATP8B2
GPIHBP1
NCS1
HLA-F
KCNC1
PCDHB16
ABCA13
CORIN
SLC6A14
UPK1B
CHRNA9
FFAR2
KLRK1
SERINC2
LSMEM1
MPZL2
ABCC10
TTYH2
GPR161
FCHSD2
CNTNAP5
SDK2
KIAA0922
EVI2B
GPR132
ESYT2
CLEC4M
SLC22A17
RHCG
VSIG1
SEMA6B
TMPRSS11A
LRP10
ILDR1
BTNL8
ATP11A
HCN3
GUCY2C
PLD4
LILRA6
TSPAN13
SLC12A7
MFNG
OXER1
KCNC4
MEP1A
SLC36A4
LMBRD1
NETO1
SLC9A2
SLC7A14
PTGFRN
CLIC4
SLC24A4
SEMA4C
PCDHB11
BFSP1
NLGN2
LRP4
SLC1A6
VSIG4
TIMD4
GGCX
CNNM2
PVRL2
TREML1
SCN7A
MPZL3
PCDHB7
PTPRK
ELFN2
GABRA1
PRKCH
GRID1
SLC16A9
LRRN3
C5AR2
SCN3A
PCDH7
SLC5A11
ITGAE
TMED10
ENTPD1
P2RX6
PTGDR
TSPAN4
EFNB1
GPR1
IGSF9B
EHD3
TMEM106A
MRC2
NIPAL4
CEACAM19
GPC4
SEMA4F
CD101
GABRG3
HRH2
PLVAP
TMEM245
TMC7
ADD2
TRHDE
PARD6A
KCNT2
CDHR2
HLA-E
ATP2B4
NMUR1
EPHA8
KCNE3
CACNA1I
EVC2
TAS2R14
CLEC2D
RAB11A
XPNPEP2
PROM2
GPR18
KCNH6
CIB1
GRM8
TRABD2A
FCRL2
PCDH19
SUCO
SIGLEC7
PPP1R16A
GPR137B
TPBG
OXGR1
CELSR2
LILRA4
GPR183
ADGRA2
SCUBE1
SLC22A11
ADCY4
HYAL2
THSD7A
BCAP31
LPPR5
PLXNA1
ROBO2
TM9SF4
SMAGP
SLC6A12
GRIN2C
COL13A1
PCDHGC5
CLDN14
PXK
SLITRK2
KAAG1
KCNJ16
CEACAM7
KCNJ4
PPAP2A
LRRN2
MDGA2
ASGR2
RP2
SLC43A1
PIK3AP1
QSOX2
SLC38A7
SLC2A6
ENPP6
SLC5A10
LCT
KCNS3
SLC13A3
SIGLEC9
CLDN10
ASTN1
GPR141
CD53
SLC22A7
STEAP2
DPEP2
FAT2
TMEM25
AMN
SLC2A11
MPP5
KLRG2
IFNAR2
CDH19
ITPRIP
SLC6A20
PLXND1
COLEC12
ADCY7
ATP1B3
SMAP1
NKAIN1
IFIT5
BTNL3
GABRP
GPR37L1
MYADM
C1orf210
HLA-DPA1
NPTXR
NCR3LG1
ANKS1B
IKBIP
GPR34
SSTR3
CDHR3
KCNK13
TYROBP
CLDN19
FAT3
SHC4
CD180
IL18RAP
PLP2
MPP1
MMD
NPBWR1
DRD1
CHPF2
PLXNB2
TNFSF8
MXRA8
PCNXL2
VN1R1
CACNA2D1
CDIPT
CLCN5
CCR8
AMIGO2
CLCN6
SLC6A11
KCNQ5
UBE2D3
EPB41L1
ANTXR1
SPRN
CMKLR1
CNST
ADAM22
DLK2
CEACAM21
PLA2G2F
CLCA4
SLC28A1
CHRNB1
LILRA1
PKP2
IGDCC4
SHISA6
MYO1G
SLC8A2
GABRB2
GPR180
TM9SF3
KCNK12
OPN1SW
KCNJ12
PKN2
PAQR8
LINGO3
ANO6
MDGA1
KCNJ3
SLC2A12
FAM26E
MCOLN1
HLA-DQA2
IGLON5
GPRC5C
PCDHB10
LY6G6C
DNAJB4
SLC47A2
MYO1C
PLXNA4
GPR173
SUSD6
SLC26A1
SLC44A3
RHCE
MUSK
SIGLEC11
C10orf54
PCDHB13
GNB1
SLC15A4
ENPP7
PCDHGA12
ACKR2
LMBR1
CDH24
NCMAP
TMEM145
KCNK7
ENPP5
SLC13A2
CAMK2B
ERVMER34-1
BBS2
SRD5A3
ZFYVE27
INADL
BTNL9
EPHA5
SLC9A7
CLEC2L
PLA2G3
GPR155
KCNK1
GHSR
SIGLEC15
SCARF2
TMEM171
ADCY9
PARD6G
DCHS1
TENM4
LNPEP
SLC10A1
ADRA2C
GPR20
ATP2C2
LYPD5
SGCD
ERBB2IP
SCIMP
PITPNM3
TMEM255B
SHANK1
NPSR1
CYSLTR2
RP11-35N6.1
SCUBE3
GALR1
SYTL1
TULP3
RHAG
GPR162
EDAR
PCDHB2
CD300LF
SLC31A2
PCDHGB7
AMICA1
EFR3A
CHST3
CLCA1
MEGF11
KCNMB4
RAB11FIP2
AQP8
KIAA1919
NAALADL1
GPR88
SLC7A9
ADD3
RXFP4
IGFLR1
LILRB5
KIAA1161
SGCB
RAB8A
PODXL2
SLC22A23
KIAA1549L
CLDN23
PSENEN
TSPAN17
NKG7
GRIN2B
ST3GAL5
GPR176
SHROOM2
SIGLEC6
TMEM63C
KIRREL2
PRKCDBP
CHODL
CACNG7
LILRA2
TTC7B
TMEM119
SYT6
ATP13A2
SLC6A15
CECR6
MSLNL
SLC30A1
CCRL2
MFAP3L
FCER1G
SLC17A1
TMEM87B
TMEM132C
SLC18B1
FAM171A1
IL17RE
RAET1E
PPAP2B
HTR7
LRRC8A
KEL
FCAMR
CNNM4
CTNS
OSTM1
GPR83
MUC21
BFSP2
SCN5A
RAET1G
TMPRSS5
ATP8A2
UNC5D
SUSD3
SIGLEC10
IGSF11
PIEZO2
ST6GALNAC3
PRRT4
PILRB
SLITRK5
TSPAN11
SLC16A8
CDH15
TMEM97
TMCO3
HLA-DQB2
TENM2
OPN3
TMEM26
PRRG1
GPR65
TMEM30B
GPR75
AGTR2
SLC1A4
RND1
FCGR1B
LRRC25
LILRA5
SHISA9
PCDHB4
SCN4B
ALPI
EXOC7
GLDN
PCDHGB5
LHFPL4
ACKR4
CLEC17A
CDH18
BRICD5
SMPDL3B
DGKG
HEG1
ENTPD3
HYLS1
SCNN1D
PCDHB14
EDA2R
UNC93A
HCST
IFNLR1
STAMBP
GRIK5
PLSCR1
MAP3K12
KIAA1324
PCDHGB2
ADGRF4
SLC6A8
KCNK10
GPR85
SLC41A1
TMEM231
IGSF1
NRG4
LRRTM3
PCDH12
LRIG3
TCTN2
ZDHHC23
KIAA1644
SSPN
KIR3DL1
ARL4A
GJB7
SLC4A10
FRAS1
GP5
SELPLG
PKN1
SLC4A7
ASIC4
GABRQ
NRXN3
ADGRG5
EPS8L2
EPHA10
SCARF1
PCDH15
PLXNC1
CYTH2
SLC51B
SORT1
ZDHHC22
IL1RL2
IL9R
LY75
LSR
GABRE
APBB1IP
SEMA4G
GJA4
MADCAM1
PSD4
LYPD6B
KCNA4
SCAMP5
GFRA3
SLC16A10
KIR2DL3
C3AR1
VNN1
ADGRB3
SORCS3
LMBRD2
GNRHR
CAPNS1
GPR61
SIRPB1
SCEL
LIN7C
PLXDC2
TMEM117
SLC46A2
ZDHHC5
SLC20A2
C1orf162
CRLF2
GDPD2
PCDHAC2
SLC39A2
FAM171B
CDHR5
LMTK2
PCDHB15
TMEM123
CDC42SE2
MUC3A
SLC9B2
GJC3
MC4R
DUOXA1
SLC6A6
SLC38A6
SLC9A9
TMEM144
KCNH1
SIGLEC12
TRAT1
CD300C
LHCGR
CD163L1
PLBD2
GGT5
MAMDC4
SLC5A12
NTSR2
SNX9
GNAI1
ENPP4
LRRTM2
AAK1
MFSD6L
ZDHHC11
FSHR
ADGRF1
NFAM1
KCNH8
GPR84
SLC10A6
FKRP
PILRA
SLC30A2
SCN2B
BTN2A2
GNGT2
IL10RB
IYD
SEMA6C
SLC38A2
CD302
TOLLIP
CLEC4E
MIP
EVA1A
SLC43A3
HEPH
SLC29A3
CAV3
SLC9A3R2
SDC3
IGSF8
LPAR6
IGDCC3
NIPAL1
CCR3
ART4
STX6
LPPR4
SGCG
GPR15
FGFRL1
KIAA1324L
STAB1
CAMK2D
MRAP2
P2RX4
CLPTM1
DAG1
SLC52A1
CD164L2
C9orf135
RAMP2
SLC39A5
TMEM156
BBS1
SUCNR1
FAM57A
TSPAN15
ADGRG3
SHISA8
C19orf18
SLC2A13
SLC45A4
SLC22A16
VNN3
SHISA7
LRRC8C
PIGN
TMEM206
CNTN6
TMEM182
ITM2C
RTN4RL1
SPPL3
TMEM8A
TM4SF20
FCRL6
SLC6A16
ARAP1
PGAP1
SLC12A4
GPR27
MCTP2
PCDHGA1
COL23A1
TRABD2B
SEZ6
ESAM
TAS2R5
SLC38A4
PLEKHH2
GRAMD1C
SCARB2
HOMER3
KLRC1
NIPAL2
SLC35G2
GPRC5D
MEGF10
LRFN2
TRPC4
BEST4
CALHM2
GPRC6A
HCAR3
CDH22
LAMTOR1
GRIK3
SCN1B
KCNK6
GPR137C
VASN
DPCR1
SLC39A12
LMAN2
GRIN3B
CALN1
SLC5A4
NMBR
GIF
TM7SF3
KCNE5
ATP11C
CACHD1
SCAMP4
TRIP6
KCNC2
SECTM1
CYYR1
SLC38A11
